from,七台河,万宁,三亚,三明,三沙,三门峡,上海,上饶,东方,东莞,东营,中卫,中山,临夏,临汾,临沂,临沧,临高县,丹东,丽水,丽江,乌兰察布,乌海,乌鲁木齐,乐东,乐山,九江,云南个旧市,云浮,五家渠,五指山,亳州,仙桃,伊春,伊犁,佛山,佳木斯,保亭,保定,保山,信阳,儋州,克州,克拉玛依,六安,六盘水,兰州,兴安盟,内江,凉山,包头,北京,北屯,北海,十堰,南京,南充,南宁,南平,南昌,南通,南阳,博州,厦门,双河,双鸭山,可克达拉,台州,台湾,合肥,吉安,吉林,吐鲁番,吕梁,吴忠,周口,呼伦贝尔,呼和浩特,和田,咸宁,咸阳,哈密,哈尔滨,唐山,商丘,商洛,喀什,嘉兴,嘉峪关,四平,固原,图木舒克,坝州,塔城,大兴安岭,大同,大庆,大理,大连,天水,天津,天门,太原,威海,娄底,孝感,宁德,宁波,安庆,安康,安阳,安顺,定安县,定西,宜宾,宜昌,宜春,宝鸡,宣城,宿州,宿迁,屯昌县,山南,岳阳,崇左,巴中,巴州,巴彦淖尔,常州,常德,平凉,平顶山,广元,广安,广州,庆阳,廊坊,延安,延边,开封,张家口,张家界,张掖,徐州,德宏,德州,德阳,忻州,怀化,怒江,恩施州,惠州,成都,扬州,承德,抚州,抚顺,拉萨,揭阳,攀枝花,文山,文昌,新乡,新余,新疆于田县,新疆和田县,新疆墨玉县,无锡,日喀则,日照,昆明,昌吉,昌江,昌都,昭通,晋中,晋城,普洱,景德镇,曲靖,朔州,朝阳,本溪,来宾,杭州,松原,林芝,果洛,枣庄,柳州,株洲,桂林,梅州,梧州,楚雄,榆林,武威,武汉,毕节,永州,汉中,汕头,汕尾,江门,池州,沈阳,沧州,河池,河源,泉州,泰安,泰州,泸州,洛阳,济南,济宁,济源,海东,海北,海南州,海口,海西州,淄博,淮北,淮南,淮安,深圳,清远,温州,渭南,湖州,湘潭,湘西,湛江,滁州,滨州,漯河,漳州,潍坊,潜江,潮州,澄迈县,澳门,濮阳,烟台,焦作,牡丹江,玉林,玉树州,玉溪,珠海,琼中,琼海,甘南,甘孜,白城,白山,白沙,白银,百色,益阳,盐城,盘锦,眉山,石嘴山,石家庄,石河子,神农架,福州,秦皇岛,红河,绍兴,绥化,绵阳,聊城,肇庆,自贡,舟山,芜湖,苏州,茂名,荆州,荆门,莆田,莱芜,菏泽,萍乡,营口,葫芦岛,蚌埠,衡水,衡阳,衢州,襄阳,西双版纳,西宁,西安,许昌,贵港,贵阳,贺州,资阳,赣州,赤峰,辽源,辽阳,达州,运城,连云港,迪庆,通化,通辽,遂宁,遵义,邢台,那曲,邯郸,邵阳,郑州,郴州,鄂尔多斯,鄂州,酒泉,重庆,金华,金昌,钦州,铁岭,铜仁,铜川,铜陵,银川,锡盟,锦州,镇江,长春,长沙,长治,阜新,阜阳,防城港,阳江,阳泉,阿克苏,阿勒泰,阿拉善盟,阿拉尔,阿里,陇南,陵水,随州,雅安,青岛,鞍山,韶关,香港,马鞍山,驻马店,鸡西,鹤壁,鹤岗,鹰潭,黄冈,黄南州,黄山,黄石,黑河,黔东南,黔南,黔西南,齐齐哈尔,龙岩
贺州,0,0,0,0,32,0,38695,0,0,960526,0,0,837453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,1602568,0,0,0,0,683,0,0,0,0,1149,0,0,0,4724,133,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,1766,0,0,0,0,0,0,0,7668,6626,0,0,0,0,246787,0,2385564,0,1677258,0,0,0,0,8390,878747,0,0,0,0,0,0,0,3286,0,0,925,0,0,0,11336,0,0,0,0,0,0,0,0,0,0,0,1324929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57383,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,1958,0,12815,7895,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,9744,0,0,0,0
资阳,0,972,79462,0,0,0,0,0,0,56326,0,0,0,0,0,0,0,223,0,0,0,0,0,0,450,4229,0,0,0,0,641,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,2615278,1700,0,0,0,0,0,101826,88824,0,0,0,0,0,0,393421,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438534,0,0,0,0,7030,0,0,0,0,0,0,0,31914,0,0,0,0,1663,0,0,0,0,0,0,977,0,80585,22511,0,0,0,0,0,300,6031,0,0,0,0,0,0,0,0,0,0,3476,292541,0,0,0,0,0,0,0,0,0,0,0,477874,0,0,0,8071,0,18710277,0,0,0,0,21816,0,2854,0,288,0,0,0,0,0,41417,2515,0,15405,0,0,0,0,0,0,0,0,0,0,0,0,0,525034,0,1999,0,0,0,0,0,0,0,0,0,0,14977,0,0,0,1590,0,0,0,0,0,0,0,20653,0,0,42264,0,41681,0,0,0,0,0,0,0,0,0,0,0,816573,0,0,0,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,164,0,0,0,859,0,865882,0,0,0,0,90291,0,0,0,0,208723,0,0,40831,0,0,88137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988299,0,0,2383,0,0,0,0,0,0,0,3134698,6484,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,0,6849,0,0,0,0,0,0,0,0,0,0,4146,0,0,0,0,0,0,0,0,2589
赣州,0,661,0,28397,134,0,937309,198167,0,4205805,0,0,148104,0,0,0,0,0,0,0,0,0,0,0,0,0,1948699,0,0,0,0,0,0,0,0,535787,0,148,0,0,153940,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7336278,0,0,0,1247259,0,0,0,0,0,5381,4576518,0,0,0,0,169357,0,0,0,0,0,0,0,0,21305,698,0,0,0,0,1243,93,0,0,265,0,0,0,0,0,112499,0,0,0,0,0,0,0,36647,0,0,3104,0,0,0,0,1429393,0,0,0,0,0,0,0,0,0,0,0,0,0,82386,0,22364,0,5538071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946561,45199,0,0,1528757,0,0,214831,701,0,0,0,287304,0,0,0,0,0,0,1575207,0,0,0,0,0,0,1557,36479,0,0,0,0,0,120976,0,0,0,0,0,0,0,786332,0,0,0,0,0,0,0,0,365168,0,0,0,0,0,0,1540798,678829,0,0,0,0,70123,0,1362,0,0,0,0,0,0,0,0,0,5495012,0,0,0,0,0,0,0,0,0,0,116512,0,0,151945,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,56,0,0,0,0,0,0,0,18292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35814,0,0,0,0,0,6233,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,5591,0,0,0,0,126166,0,0,3218,0,87212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21891,0,2794,0,0,177,0,0,1614,0,0,0,1714,0,0,1028238,0,0,82262,0,0,0,170527,466094,0,0,49896,0,0,0,0,0,972479
赤峰,0,0,0,0,0,0,647669,0,0,0,0,203317,0,0,0,0,0,0,0,0,0,301905,13498,0,0,0,0,0,0,0,0,0,821,0,0,0,0,1236,2294,0,0,0,0,0,0,0,4015,238709,0,0,526029,2472018,0,0,0,2508,0,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,3836,0,7017,2074646,0,0,0,0,62106,21677,0,0,0,0,0,0,0,0,0,0,2287,0,0,0,1886,1065,379711,0,0,0,0,0,0,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41670,0,0,23886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643442,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,0,0,0,0,0,0,0,0,0,0,0,0,2163166,0,0,574657,0,0,0,0,0,0,0,0,0,0,4155,0,271412,0,0,0,0,0,0,0,367122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9420,0,0,0,0,0,0,0,0,2039,0,0,106,0,0,0,0,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,2706,0,0,0,0,2826,0,0,31174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529625,0,0,0,0,0,0,0,0,20388,0,0,0,4354,0,0,0,0,0,0,0,1439001,3044,0,83144,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12588,0
辽源,0,0,0,0,0,0,335034,0,0,0,0,0,0,0,0,314,0,0,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,1826,0,0,0,0,0,0,182782,0,0,0,179027,0,0,0,0,785,0,0,0,0,0,0,0,0,53762,0,243022,0,0,0,874,0,0,0,0,0,0,9644,818,0,0,0,4461,0,762404,0,0,0,0,128,0,0,0,47980,0,49546,0,2913,0,0,0,0,14490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,494,0,0,0,0,0,0,0,428,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,39408,0,0,0,0,0,336,0,0,0,0,8546,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202472,9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337251,0,0,0,0,0,0,0,2991,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,0,475,0,0,0,0,0,0,0,0,0,1442,4099,0,0,0,0,0,0,0,0,1429,0,0,0,3684,0,4432,0,0,0,0,0,0,436,3521,0,0,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,1184954,0,0,0,0,0,404,0,70622,0,1657,0,0,0,0,0,0,375312,0,0,0,0,0,0,0,1500359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
辽阳,850,0,0,0,0,0,515363,0,0,0,0,0,0,0,0,0,0,0,41455,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,478789,0,0,0,89547,0,0,0,0,0,0,0,0,0,0,0,4966,0,4029,0,0,0,0,0,4505,0,0,0,0,49356,0,187110,0,4688,0,0,5014,0,0,0,0,0,0,1512,0,0,0,1234300,0,10229,0,0,0,0,0,0,15760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37629,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,20325,447168,0,114612,0,0,0,0,0,0,0,0,0,0,0,0,440157,0,0,0,0,0,0,0,4262771,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,571853,45398,0,0,0,0,764,0,0,269407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27504,0,0,0,0,0,1008,0,0,45519,0,0,0,811,0,182656,0,15251,0,0,1597,0,0,0,0,0,0,0,0,117,0,0,0,0,0,3283900,0,0,0,665,0,0,0,0,0,0,0,0,1203,0,0,0,0,0
达州,0,9931,47029,0,0,0,1749229,0,768,1666557,0,0,0,0,0,0,0,776,0,0,0,0,0,0,9404,4714,0,0,0,0,2757,0,0,0,0,0,0,6580,8961,0,115723,2054,0,0,0,0,0,0,0,0,0,3133609,0,0,168720,0,1791577,0,0,0,0,0,0,13286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14041,0,7658,0,738784,0,0,1059,0,0,152357,0,0,0,0,0,2709,3804,0,0,2264959,0,0,0,0,0,0,0,1850991,508930,0,0,0,0,0,0,0,0,0,16441,0,37434,0,68756,103,50364,0,10515861,0,0,0,0,0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,835,857,0,0,0,0,0,0,0,0,0,0,39562,0,9224,0,0,0,0,0,0,0,0,0,0,85209,0,0,0,0,0,0,0,0,0,0,0,114974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476126,0,4785,0,0,0,56987,0,0,0,0,0,0,0,0,1995,0,0,0,0,0,0,282,0,0,5569,3688,0,0,0,0,3258,0,0,0,0,0,3165,0,5125,0,0,1934502,0,0,0,0,28973,0,0,0,0,0,4928,0,0,54962,0,0,0,0,0,0,0,0,0,0,418500,1502,0,48587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118736,0,0,2515,0,15268,3978,0,10959,42001,0,8486295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,6248,132230,0,0,0,0,0,0,0,0,0,0,0,42007,0,0,4931,0,0,0,0,0,0
运城,0,0,0,0,0,1788256,1095497,0,0,20355,0,0,0,0,5094609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7383,0,0,0,0,0,0,0,0,0,0,0,0,3827169,0,0,0,0,0,0,0,0,0,0,0,21109,0,0,0,0,0,0,0,0,0,167639,0,0,0,0,0,0,0,0,0,0,23221,0,0,0,0,0,0,0,0,0,0,54918,0,6497,0,0,38775,0,4205495,0,0,0,0,3904,0,0,0,0,0,0,0,0,0,0,0,0,4498,0,0,0,0,0,0,0,0,0,0,0,0,0,1390049,0,0,709,0,0,0,0,0,0,0,0,0,74234,0,8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7810,1362697,0,0,2324,0,1626843,151705,0,0,0,43874,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43616,0,0,0,0,0,0,0,0,0,0,143292,0,0,0,0,0,0,0,0,0,2142929,0,3751,1420151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,5300,13072,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,8438,0,0,0,0,0,0,0,0,0,0,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164346,0,0,0,0,0,0,0,0,1549,0,0,0,1021,2564,0,0,0,0,0,0,0,32129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70220,0,0,0,0,69065,0,0,0,0,139,0,0,0,0,0,0,0,7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
连云港,0,0,0,0,8,0,2250118,0,0,0,0,0,0,916,0,3018469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424367,0,0,0,0,0,0,0,0,3944116,0,0,0,0,493199,0,0,0,0,0,0,0,2174,0,0,8585,0,0,0,0,0,0,0,0,0,0,104124,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89604,0,0,0,0,0,0,1777,0,0,0,0,0,2096610,0,0,0,0,0,0,0,268842,0,0,0,0,0,566405,0,0,0,0,0,0,0,0,3220088,0,0,0,0,0,0,0,0,1148929,64464,0,0,0,0,0,0,0,0,0,0,0,0,0,561595,1199,1294025,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62597,0,0,0,0,0,0,0,0,0,0,0,0,0,2211862,1134951,0,0,0,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,2912018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68800,0,0,0,0,0,516,0,0,0,0,0,15932,0,0,0,0,0,0,0,0,88,0,0,42,0,0,0,0,322521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
迪庆,0,0,4825,0,4,701,2539,0,0,5165,0,0,13495,0,475,0,0,136,0,0,2273010,0,0,0,0,0,5598,0,0,0,0,0,0,0,0,28228,0,0,0,480,6245,203,0,0,0,0,0,0,0,0,0,0,0,3313,0,0,0,1133,0,0,0,2617,0,0,0,0,0,0,0,0,7546,0,0,0,0,0,0,0,0,0,43475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968136,0,0,0,0,0,0,0,2497,0,986,0,0,0,0,0,0,0,0,383,0,0,0,0,0,715,2415,0,0,0,0,0,0,0,1225,0,0,377227,0,0,262,0,0,0,0,0,0,0,0,0,0,0,110405,0,0,97923,0,0,0,0,39008,0,0,0,0,0,663,0,0,0,0,730,0,557867,0,0,129213,0,0,0,0,0,449,0,0,0,0,519,0,0,0,0,0,5485,0,0,0,51126,213,0,256150,0,0,0,0,0,2451,0,0,0,0,0,0,0,0,0,9281,0,0,0,0,0,0,9582,0,0,0,0,0,430,359,0,0,0,463,0,2790,0,0,220,0,0,0,0,0,0,0,0,0,0,1523,0,0,331,0,0,0,181464,0,0,0,641,617,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,683,0,0,0,0,0,834,0,0,0,0,1089,0,0,0,0,54549,2067,0,0,503,0,212,0,0,0,0,1573,0,0,0,0,0,0,0,80,0,972,2946,544,304,653,0,132506,0,0,0,0,0,0,0,322,0,0,0,0,177279,0,0,0,0,231,0,0,0,0,0,79,0,0,2226,0,0,0,2546,0,0,4040,0,0,0,0,330,0,0,336,0,0,0,0,0,0
通化,0,0,0,0,0,0,647138,0,0,0,0,0,0,0,0,0,0,0,89379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522218,0,0,0,150062,0,0,0,0,0,0,0,0,0,0,0,0,0,28174,0,894869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196554,0,62,0,0,562,0,0,0,143608,0,134689,0,2047,0,0,0,0,19351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446121,0,0,0,0,0,0,0,0,0,0,6925,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235761,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019227,0,0,0,0,0,0,0,1591,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048546,0,0,0,0,0,0,0,0,4970,0,0,0,10621,0,1146,0,0,0,0,0,0,0,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,1202650,0,0,0,0,0,0,0,0,0,0,0,1333,0,209423,0,0,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,2431423,0,0,0,0,0,0,1343,0,0,0,0,207,0,0,0,0,1067,0,0,0,0,4355,707,0,0,0,0,0,0,0,0,0,0,0,0,0
通辽,550,0,0,0,26,0,668410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43699,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225528,0,0,194180,1139327,0,0,0,16910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79475,1952123,0,0,4403,0,32184,0,0,0,0,0,0,758186,0,86,0,0,4822,0,0,0,21744,0,168063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76394,118326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,0,0,0,0,3513,0,0,0,0,0,0,0,0,0,0,0,5832,0,0,0,0,0,0,2533721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14521,0,9587,0,0,0,0,0,0,9194,0,0,0,1246385,248474,2309,0,508316,0,0,1061206,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71258,0
遂宁,0,818,23862,0,0,0,0,0,710,2340,0,0,0,0,0,0,0,917,0,0,0,0,0,0,596,0,0,0,0,0,445,0,0,0,0,0,0,2292,25921,0,0,751,0,0,0,0,0,0,4031,0,0,1521210,0,0,0,401671,1828439,0,0,8974,4200,0,0,265035,0,0,0,0,0,1954,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,62236,0,0,0,0,0,0,0,0,0,0,0,139,0,0,9582,0,0,0,0,0,651,129672,0,0,5110,0,0,4743,0,0,0,0,116412,36429,0,0,0,0,0,0,0,0,0,296,0,821482,0,0,0,0,0,9945337,0,0,0,0,1108340,0,0,0,1073,0,0,0,0,0,74678,217,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,211895,0,43222,99,0,0,0,0,0,0,0,0,0,117324,0,0,0,0,0,0,0,0,0,0,0,11201,0,0,0,0,3813,0,0,0,0,0,2779,0,0,0,0,0,673516,0,82803,0,4805,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,1904,469,0,0,55253,0,0,508,0,0,0,0,0,2802,0,0,0,0,196841,0,0,0,0,2443729,0,0,0,0,0,763451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970478,1825,0,0,0,130139,0,0,0,0,0,0,0,0,48422,0,0,0,0,0,0,0,3316936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
遵义,0,373,6013,3648,0,0,8022395,10962,0,11886,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,271,0,0,0,0,0,0,0,90139,0,0,0,0,0,0,0,7144,0,595577,0,11696,0,0,0,0,0,97112,0,0,0,88691,7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,56166,0,0,2146784,0,0,0,200193,0,0,0,0,8548,0,0,0,0,0,9055,0,0,0,0,1657,0,0,0,0,0,0,434282,0,0,0,0,0,0,0,0,0,0,0,0,0,107369,0,0,0,345112,6405,0,0,0,0,0,0,4235,0,0,3004,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,26883,1588730,0,4142,0,0,33805,7945,0,0,0,0,0,0,0,3585269,5354,0,0,0,0,0,0,0,121386,0,22068,0,0,4407977,0,120814,0,0,0,0,311,0,0,0,0,0,0,52475,0,3468604,0,0,31392,33480,12992,0,0,0,11005,0,0,0,0,0,0,0,0,0,0,0,0,8114,0,3153,0,0,0,0,225,0,8744,0,0,0,0,0,0,0,0,244830,0,0,4981,0,0,0,0,5534,0,0,626190,0,0,0,4492,795,0,24840,0,0,0,0,0,0,0,0,0,0,0,16648,12893330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,44052,0,0,0,0,0,7928732,230824,0,2292,0,2900284,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,278,0,629,0,0,6170,0,0,0,0,0,0,0,0,20242,0,331,0,0,0,198877,1868886,26680,0,2602
邢台,0,0,0,0,10,0,112487,0,0,0,0,11518,0,0,0,0,0,0,0,0,0,0,0,0,0,4993,2654,0,0,0,0,0,0,0,0,0,0,0,2733668,0,11620,0,0,0,0,0,0,0,0,0,0,8910850,0,0,0,0,0,0,0,3497,0,0,0,183935,0,0,0,0,24814,0,0,0,0,115197,1239,33785,0,0,0,0,16661,0,422947,174069,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2178309,0,0,8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721100,1449,0,0,31343,0,0,0,0,10315,0,8391,0,0,0,0,206186,0,24431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108325,0,0,0,0,0,0,0,0,0,0,0,2417,0,3930,0,92560,0,0,0,195429,0,594207,0,2942,0,0,0,0,0,13075,706309,0,928,0,0,0,0,0,19504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,0,0,0,0,0,0,4108,0,0,0,0,0,0,0,0,0,0,15657126,0,47,12895,44860,0,0,0,0,2139970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700431,0,0,0,0,0,0,0,0,101699,0,0,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,9225021,0,226590,0,0,0,0,116343,0,0,0,0,0,0,0,0,0,0,0,59577,43864,0,0,0,0,0,3623,0,0,0,127,295,0,0,0,0,8598,0,0,0,0,0,0,0,0,0,0,172,0,0,0,3335,26359,0,0,0
